ComplexID	E1	E2	E1E2	complexName	Class
15	O75376	Q13227	O75376Q13227	NCOR complex	1
15	O75376	Q92828	O75376Q92828	NCOR complex	1
15	O75376	Q9BZK7	O75376Q9BZK7	NCOR complex	1
15	Q13227	Q92828	Q13227Q92828	NCOR complex	1
15	Q13227	Q9BZK7	Q13227Q9BZK7	NCOR complex	1
15	Q92828	Q9BZK7	Q92828Q9BZK7	NCOR complex	1
23	O95295	P78537	O95295P78537	BLOC-1 (biogenesis of lysosome-related organelles complex 1)	1
23	O95295	Q6QNY0	O95295Q6QNY0	BLOC-1 (biogenesis of lysosome-related organelles complex 1)	1
23	O95295	Q6QNY1	O95295Q6QNY1	BLOC-1 (biogenesis of lysosome-related organelles complex 1)	1
23	O95295	Q8TDH9	O95295Q8TDH9	BLOC-1 (biogenesis of lysosome-related organelles complex 1)	1
23	O95295	Q96EV8	O95295Q96EV8	BLOC-1 (biogenesis of lysosome-related organelles complex 1)	1
23	O95295	Q9NUP1	O95295Q9NUP1	BLOC-1 (biogenesis of lysosome-related organelles complex 1)	1
23	O95295	Q9UL45	O95295Q9UL45	BLOC-1 (biogenesis of lysosome-related organelles complex 1)	1
23	P78537	Q6QNY0	P78537Q6QNY0	BLOC-1 (biogenesis of lysosome-related organelles complex 1)	1
23	P78537	Q6QNY1	P78537Q6QNY1	BLOC-1 (biogenesis of lysosome-related organelles complex 1)	1
23	P78537	Q8TDH9	P78537Q8TDH9	BLOC-1 (biogenesis of lysosome-related organelles complex 1)	1
23	P78537	Q96EV8	P78537Q96EV8	BLOC-1 (biogenesis of lysosome-related organelles complex 1)	1
23	P78537	Q9NUP1	P78537Q9NUP1	BLOC-1 (biogenesis of lysosome-related organelles complex 1)	1
23	P78537	Q9UL45	P78537Q9UL45	BLOC-1 (biogenesis of lysosome-related organelles complex 1)	1
23	Q6QNY0	Q6QNY1	Q6QNY0Q6QNY1	BLOC-1 (biogenesis of lysosome-related organelles complex 1)	1
23	Q6QNY0	Q8TDH9	Q6QNY0Q8TDH9	BLOC-1 (biogenesis of lysosome-related organelles complex 1)	1
23	Q6QNY0	Q96EV8	Q6QNY0Q96EV8	BLOC-1 (biogenesis of lysosome-related organelles complex 1)	1
23	Q6QNY0	Q9NUP1	Q6QNY0Q9NUP1	BLOC-1 (biogenesis of lysosome-related organelles complex 1)	1
23	Q6QNY0	Q9UL45	Q6QNY0Q9UL45	BLOC-1 (biogenesis of lysosome-related organelles complex 1)	1
23	Q6QNY1	Q8TDH9	Q6QNY1Q8TDH9	BLOC-1 (biogenesis of lysosome-related organelles complex 1)	1
23	Q6QNY1	Q96EV8	Q6QNY1Q96EV8	BLOC-1 (biogenesis of lysosome-related organelles complex 1)	1
23	Q6QNY1	Q9NUP1	Q6QNY1Q9NUP1	BLOC-1 (biogenesis of lysosome-related organelles complex 1)	1
23	Q6QNY1	Q9UL45	Q6QNY1Q9UL45	BLOC-1 (biogenesis of lysosome-related organelles complex 1)	1
23	Q8TDH9	Q96EV8	Q8TDH9Q96EV8	BLOC-1 (biogenesis of lysosome-related organelles complex 1)	1
23	Q8TDH9	Q9NUP1	Q8TDH9Q9NUP1	BLOC-1 (biogenesis of lysosome-related organelles complex 1)	1
23	Q8TDH9	Q9UL45	Q8TDH9Q9UL45	BLOC-1 (biogenesis of lysosome-related organelles complex 1)	1
23	Q96EV8	Q9NUP1	Q96EV8Q9NUP1	BLOC-1 (biogenesis of lysosome-related organelles complex 1)	1
23	Q96EV8	Q9UL45	Q96EV8Q9UL45	BLOC-1 (biogenesis of lysosome-related organelles complex 1)	1
23	Q9NUP1	Q9UL45	Q9NUP1Q9UL45	BLOC-1 (biogenesis of lysosome-related organelles complex 1)	1
27	O15143	O15144	O15143O15144	Arp2/3 protein complex	1
27	O15143	O15145	O15143O15145	Arp2/3 protein complex	1
27	O15143	O15511	O15143O15511	Arp2/3 protein complex	1
27	O15143	P59998	O15143P59998	Arp2/3 protein complex	1
27	O15143	P61158	O15143P61158	Arp2/3 protein complex	1
27	O15143	P61160	O15143P61160	Arp2/3 protein complex	1
27	O15144	O15145	O15144O15145	Arp2/3 protein complex	1
27	O15144	O15511	O15144O15511	Arp2/3 protein complex	1
27	O15144	P59998	O15144P59998	Arp2/3 protein complex	1
27	O15144	P61158	O15144P61158	Arp2/3 protein complex	1
27	O15144	P61160	O15144P61160	Arp2/3 protein complex	1
27	O15145	O15511	O15145O15511	Arp2/3 protein complex	1
27	O15145	P59998	O15145P59998	Arp2/3 protein complex	1
27	O15145	P61158	O15145P61158	Arp2/3 protein complex	1
27	O15145	P61160	O15145P61160	Arp2/3 protein complex	1
27	O15511	P59998	O15511P59998	Arp2/3 protein complex	1
27	O15511	P61158	O15511P61158	Arp2/3 protein complex	1
27	O15511	P61160	O15511P61160	Arp2/3 protein complex	1
27	P59998	P61158	P59998P61158	Arp2/3 protein complex	1
27	P59998	P61160	P59998P61160	Arp2/3 protein complex	1
27	P61158	P61160	P61158P61160	Arp2/3 protein complex	1
30	Q06323	Q9UL46	Q06323Q9UL46	PA28 complex	1
32	O00231	O00232	O00231O00232	PA700 complex	1
32	O00231	O00233	O00231O00233	PA700 complex	1
32	O00231	O00487	O00231O00487	PA700 complex	1
32	O00231	O43242	O00231O43242	PA700 complex	1
32	O00231	O75832	O00231O75832	PA700 complex	1
32	O00231	P17980	O00231P17980	PA700 complex	1
32	O00231	P35998	O00231P35998	PA700 complex	1
32	O00231	P43686	O00231P43686	PA700 complex	1
32	O00231	P48556	O00231P48556	PA700 complex	1
32	O00231	P51665	O00231P51665	PA700 complex	1
32	O00231	P55036	O00231P55036	PA700 complex	1
32	O00231	P62191	O00231P62191	PA700 complex	1
32	O00231	P62195	O00231P62195	PA700 complex	1
32	O00231	P62333	O00231P62333	PA700 complex	1
32	O00231	Q13200	O00231Q13200	PA700 complex	1
32	O00231	Q15008	O00231Q15008	PA700 complex	1
32	O00231	Q16401	O00231Q16401	PA700 complex	1
32	O00231	Q99460	O00231Q99460	PA700 complex	1
32	O00231	Q9UNM6	O00231Q9UNM6	PA700 complex	1
32	O00232	O00233	O00232O00233	PA700 complex	1
32	O00232	O00487	O00232O00487	PA700 complex	1
32	O00232	O43242	O00232O43242	PA700 complex	1
32	O00232	O75832	O00232O75832	PA700 complex	1
32	O00232	P17980	O00232P17980	PA700 complex	1
32	O00232	P35998	O00232P35998	PA700 complex	1
32	O00232	P43686	O00232P43686	PA700 complex	1
32	O00232	P48556	O00232P48556	PA700 complex	1
32	O00232	P51665	O00232P51665	PA700 complex	1
32	O00232	P55036	O00232P55036	PA700 complex	1
32	O00232	P62191	O00232P62191	PA700 complex	1
32	O00232	P62195	O00232P62195	PA700 complex	1
32	O00232	P62333	O00232P62333	PA700 complex	1
32	O00232	Q13200	O00232Q13200	PA700 complex	1
32	O00232	Q15008	O00232Q15008	PA700 complex	1
32	O00232	Q16401	O00232Q16401	PA700 complex	1
32	O00232	Q99460	O00232Q99460	PA700 complex	1
32	O00232	Q9UNM6	O00232Q9UNM6	PA700 complex	1
32	O00233	O00487	O00233O00487	PA700 complex	1
32	O00233	O43242	O00233O43242	PA700 complex	1
32	O00233	O75832	O00233O75832	PA700 complex	1
32	O00233	P17980	O00233P17980	PA700 complex	1
32	O00233	P35998	O00233P35998	PA700 complex	1
32	O00233	P43686	O00233P43686	PA700 complex	1
32	O00233	P48556	O00233P48556	PA700 complex	1
32	O00233	P51665	O00233P51665	PA700 complex	1
32	O00233	P55036	O00233P55036	PA700 complex	1
32	O00233	P62191	O00233P62191	PA700 complex	1
32	O00233	P62195	O00233P62195	PA700 complex	1
32	O00233	P62333	O00233P62333	PA700 complex	1
32	O00233	Q13200	O00233Q13200	PA700 complex	1
32	O00233	Q15008	O00233Q15008	PA700 complex	1
32	O00233	Q16401	O00233Q16401	PA700 complex	1
32	O00233	Q99460	O00233Q99460	PA700 complex	1
32	O00233	Q9UNM6	O00233Q9UNM6	PA700 complex	1
32	O00487	O43242	O00487O43242	PA700 complex	1
32	O00487	O75832	O00487O75832	PA700 complex	1
32	O00487	P17980	O00487P17980	PA700 complex	1
32	O00487	P35998	O00487P35998	PA700 complex	1
32	O00487	P43686	O00487P43686	PA700 complex	1
32	O00487	P48556	O00487P48556	PA700 complex	1
32	O00487	P51665	O00487P51665	PA700 complex	1
32	O00487	P55036	O00487P55036	PA700 complex	1
32	O00487	P62191	O00487P62191	PA700 complex	1
32	O00487	P62195	O00487P62195	PA700 complex	1
32	O00487	P62333	O00487P62333	PA700 complex	1
32	O00487	Q13200	O00487Q13200	PA700 complex	1
32	O00487	Q15008	O00487Q15008	PA700 complex	1
32	O00487	Q16401	O00487Q16401	PA700 complex	1
32	O00487	Q99460	O00487Q99460	PA700 complex	1
32	O00487	Q9UNM6	O00487Q9UNM6	PA700 complex	1
32	O43242	O75832	O43242O75832	PA700 complex	1
32	O43242	P17980	O43242P17980	PA700 complex	1
32	O43242	P35998	O43242P35998	PA700 complex	1
32	O43242	P43686	O43242P43686	PA700 complex	1
32	O43242	P48556	O43242P48556	PA700 complex	1
32	O43242	P51665	O43242P51665	PA700 complex	1
32	O43242	P55036	O43242P55036	PA700 complex	1
32	O43242	P62191	O43242P62191	PA700 complex	1
32	O43242	P62195	O43242P62195	PA700 complex	1
32	O43242	P62333	O43242P62333	PA700 complex	1
32	O43242	Q13200	O43242Q13200	PA700 complex	1
32	O43242	Q15008	O43242Q15008	PA700 complex	1
32	O43242	Q16401	O43242Q16401	PA700 complex	1
32	O43242	Q99460	O43242Q99460	PA700 complex	1
32	O43242	Q9UNM6	O43242Q9UNM6	PA700 complex	1
32	O75832	P17980	O75832P17980	PA700 complex	1
32	O75832	P35998	O75832P35998	PA700 complex	1
32	O75832	P43686	O75832P43686	PA700 complex	1
32	O75832	P48556	O75832P48556	PA700 complex	1
32	O75832	P51665	O75832P51665	PA700 complex	1
32	O75832	P55036	O75832P55036	PA700 complex	1
32	O75832	P62191	O75832P62191	PA700 complex	1
32	O75832	P62195	O75832P62195	PA700 complex	1
32	O75832	P62333	O75832P62333	PA700 complex	1
32	O75832	Q13200	O75832Q13200	PA700 complex	1
32	O75832	Q15008	O75832Q15008	PA700 complex	1
32	O75832	Q16401	O75832Q16401	PA700 complex	1
32	O75832	Q99460	O75832Q99460	PA700 complex	1
32	O75832	Q9UNM6	O75832Q9UNM6	PA700 complex	1
32	P17980	P35998	P17980P35998	PA700 complex	1
32	P17980	P43686	P17980P43686	PA700 complex	1
32	P17980	P48556	P17980P48556	PA700 complex	1
32	P17980	P51665	P17980P51665	PA700 complex	1
32	P17980	P55036	P17980P55036	PA700 complex	1
32	P17980	P62191	P17980P62191	PA700 complex	1
32	P17980	P62195	P17980P62195	PA700 complex	1
32	P17980	P62333	P17980P62333	PA700 complex	1
32	P17980	Q13200	P17980Q13200	PA700 complex	1
32	P17980	Q15008	P17980Q15008	PA700 complex	1
32	P17980	Q16401	P17980Q16401	PA700 complex	1
32	P17980	Q99460	P17980Q99460	PA700 complex	1
32	P17980	Q9UNM6	P17980Q9UNM6	PA700 complex	1
32	P35998	P43686	P35998P43686	PA700 complex	1
32	P35998	P48556	P35998P48556	PA700 complex	1
32	P35998	P51665	P35998P51665	PA700 complex	1
32	P35998	P55036	P35998P55036	PA700 complex	1
32	P35998	P62191	P35998P62191	PA700 complex	1
32	P35998	P62195	P35998P62195	PA700 complex	1
32	P35998	P62333	P35998P62333	PA700 complex	1
32	P35998	Q13200	P35998Q13200	PA700 complex	1
32	P35998	Q15008	P35998Q15008	PA700 complex	1
32	P35998	Q16401	P35998Q16401	PA700 complex	1
32	P35998	Q99460	P35998Q99460	PA700 complex	1
32	P35998	Q9UNM6	P35998Q9UNM6	PA700 complex	1
32	P43686	P48556	P43686P48556	PA700 complex	1
32	P43686	P51665	P43686P51665	PA700 complex	1
32	P43686	P55036	P43686P55036	PA700 complex	1
32	P43686	P62191	P43686P62191	PA700 complex	1
32	P43686	P62195	P43686P62195	PA700 complex	1
32	P43686	P62333	P43686P62333	PA700 complex	1
32	P43686	Q13200	P43686Q13200	PA700 complex	1
32	P43686	Q15008	P43686Q15008	PA700 complex	1
32	P43686	Q16401	P43686Q16401	PA700 complex	1
32	P43686	Q99460	P43686Q99460	PA700 complex	1
32	P43686	Q9UNM6	P43686Q9UNM6	PA700 complex	1
32	P48556	P51665	P48556P51665	PA700 complex	1
32	P48556	P55036	P48556P55036	PA700 complex	1
32	P48556	P62191	P48556P62191	PA700 complex	1
32	P48556	P62195	P48556P62195	PA700 complex	1
32	P48556	P62333	P48556P62333	PA700 complex	1
32	P48556	Q13200	P48556Q13200	PA700 complex	1
32	P48556	Q15008	P48556Q15008	PA700 complex	1
32	P48556	Q16401	P48556Q16401	PA700 complex	1
32	P48556	Q99460	P48556Q99460	PA700 complex	1
32	P48556	Q9UNM6	P48556Q9UNM6	PA700 complex	1
32	P51665	P55036	P51665P55036	PA700 complex	1
32	P51665	P62191	P51665P62191	PA700 complex	1
32	P51665	P62195	P51665P62195	PA700 complex	1
32	P51665	P62333	P51665P62333	PA700 complex	1
32	P51665	Q13200	P51665Q13200	PA700 complex	1
32	P51665	Q15008	P51665Q15008	PA700 complex	1
32	P51665	Q16401	P51665Q16401	PA700 complex	1
32	P51665	Q99460	P51665Q99460	PA700 complex	1
32	P51665	Q9UNM6	P51665Q9UNM6	PA700 complex	1
32	P55036	P62191	P55036P62191	PA700 complex	1
32	P55036	P62195	P55036P62195	PA700 complex	1
32	P55036	P62333	P55036P62333	PA700 complex	1
32	P55036	Q13200	P55036Q13200	PA700 complex	1
32	P55036	Q15008	P55036Q15008	PA700 complex	1
32	P55036	Q16401	P55036Q16401	PA700 complex	1
32	P55036	Q99460	P55036Q99460	PA700 complex	1
32	P55036	Q9UNM6	P55036Q9UNM6	PA700 complex	1
32	P62191	P62195	P62191P62195	PA700 complex	1
32	P62191	P62333	P62191P62333	PA700 complex	1
32	P62191	Q13200	P62191Q13200	PA700 complex	1
32	P62191	Q15008	P62191Q15008	PA700 complex	1
32	P62191	Q16401	P62191Q16401	PA700 complex	1
32	P62191	Q99460	P62191Q99460	PA700 complex	1
32	P62191	Q9UNM6	P62191Q9UNM6	PA700 complex	1
32	P62195	P62333	P62195P62333	PA700 complex	1
32	P62195	Q13200	P62195Q13200	PA700 complex	1
32	P62195	Q15008	P62195Q15008	PA700 complex	1
32	P62195	Q16401	P62195Q16401	PA700 complex	1
32	P62195	Q99460	P62195Q99460	PA700 complex	1
32	P62195	Q9UNM6	P62195Q9UNM6	PA700 complex	1
32	P62333	Q13200	P62333Q13200	PA700 complex	1
32	P62333	Q15008	P62333Q15008	PA700 complex	1
32	P62333	Q16401	P62333Q16401	PA700 complex	1
32	P62333	Q99460	P62333Q99460	PA700 complex	1
32	P62333	Q9UNM6	P62333Q9UNM6	PA700 complex	1
32	Q13200	Q15008	Q13200Q15008	PA700 complex	1
32	Q13200	Q16401	Q13200Q16401	PA700 complex	1
32	Q13200	Q99460	Q13200Q99460	PA700 complex	1
32	Q13200	Q9UNM6	Q13200Q9UNM6	PA700 complex	1
32	Q15008	Q16401	Q15008Q16401	PA700 complex	1
32	Q15008	Q99460	Q15008Q99460	PA700 complex	1
32	Q15008	Q9UNM6	Q15008Q9UNM6	PA700 complex	1
32	Q16401	Q99460	Q16401Q99460	PA700 complex	1
32	Q16401	Q9UNM6	Q16401Q9UNM6	PA700 complex	1
32	Q99460	Q9UNM6	Q99460Q9UNM6	PA700 complex	1
33	O15212	O60925	O15212O60925	Prefoldin complex	1
33	O15212	P61758	O15212P61758	Prefoldin complex	1
33	O15212	Q99471	O15212Q99471	Prefoldin complex	1
33	O15212	Q9NQP4	O15212Q9NQP4	Prefoldin complex	1
33	O15212	Q9UHV9	O15212Q9UHV9	Prefoldin complex	1
33	O60925	P61758	O60925P61758	Prefoldin complex	1
33	O60925	Q99471	O60925Q99471	Prefoldin complex	1
33	O60925	Q9NQP4	O60925Q9NQP4	Prefoldin complex	1
33	O60925	Q9UHV9	O60925Q9UHV9	Prefoldin complex	1
33	P61758	Q99471	P61758Q99471	Prefoldin complex	1
33	P61758	Q9NQP4	P61758Q9NQP4	Prefoldin complex	1
33	P61758	Q9UHV9	P61758Q9UHV9	Prefoldin complex	1
33	Q99471	Q9NQP4	Q99471Q9NQP4	Prefoldin complex	1
33	Q99471	Q9UHV9	Q99471Q9UHV9	Prefoldin complex	1
33	Q9NQP4	Q9UHV9	Q9NQP4Q9UHV9	Prefoldin complex	1
36	O43747	O75843	O43747O75843	AP1 adaptor complex	1
36	O43747	P56377	O43747P56377	AP1 adaptor complex	1
36	O43747	P61966	O43747P61966	AP1 adaptor complex	1
36	O43747	Q10567	O43747Q10567	AP1 adaptor complex	1
36	O43747	Q96PC3	O43747Q96PC3	AP1 adaptor complex	1
36	O43747	Q9BXS5	O43747Q9BXS5	AP1 adaptor complex	1
36	O43747	Q9Y6Q5	O43747Q9Y6Q5	AP1 adaptor complex	1
36	O75843	P56377	O75843P56377	AP1 adaptor complex	1
36	O75843	P61966	O75843P61966	AP1 adaptor complex	1
36	O75843	Q10567	O75843Q10567	AP1 adaptor complex	1
36	O75843	Q96PC3	O75843Q96PC3	AP1 adaptor complex	1
36	O75843	Q9BXS5	O75843Q9BXS5	AP1 adaptor complex	1
36	O75843	Q9Y6Q5	O75843Q9Y6Q5	AP1 adaptor complex	1
36	P56377	P61966	P56377P61966	AP1 adaptor complex	1
36	P56377	Q10567	P56377Q10567	AP1 adaptor complex	1
36	P56377	Q96PC3	P56377Q96PC3	AP1 adaptor complex	1
36	P56377	Q9BXS5	P56377Q9BXS5	AP1 adaptor complex	1
36	P56377	Q9Y6Q5	P56377Q9Y6Q5	AP1 adaptor complex	1
36	P61966	Q10567	P61966Q10567	AP1 adaptor complex	1
36	P61966	Q96PC3	P61966Q96PC3	AP1 adaptor complex	1
36	P61966	Q9BXS5	P61966Q9BXS5	AP1 adaptor complex	1
36	P61966	Q9Y6Q5	P61966Q9Y6Q5	AP1 adaptor complex	1
36	Q10567	Q96PC3	Q10567Q96PC3	AP1 adaptor complex	1
36	Q10567	Q9BXS5	Q10567Q9BXS5	AP1 adaptor complex	1
36	Q10567	Q9Y6Q5	Q10567Q9Y6Q5	AP1 adaptor complex	1
36	Q96PC3	Q9BXS5	Q96PC3Q9BXS5	AP1 adaptor complex	1
36	Q96PC3	Q9Y6Q5	Q96PC3Q9Y6Q5	AP1 adaptor complex	1
36	Q9BXS5	Q9Y6Q5	Q9BXS5Q9Y6Q5	AP1 adaptor complex	1
41	O94776	O95983	O94776O95983	Mi-2/NuRD-MTA3 complex	1
41	O94776	P41182	O94776P41182	Mi-2/NuRD-MTA3 complex	1
41	O94776	Q13547	O94776Q13547	Mi-2/NuRD-MTA3 complex	1
41	O94776	Q9BTC8	O94776Q9BTC8	Mi-2/NuRD-MTA3 complex	1
41	O95983	P41182	O95983P41182	Mi-2/NuRD-MTA3 complex	1
41	O95983	Q13547	O95983Q13547	Mi-2/NuRD-MTA3 complex	1
41	O95983	Q9BTC8	O95983Q9BTC8	Mi-2/NuRD-MTA3 complex	1
41	P41182	Q13547	P41182Q13547	Mi-2/NuRD-MTA3 complex	1
41	P41182	Q9BTC8	P41182Q9BTC8	Mi-2/NuRD-MTA3 complex	1
41	Q13547	Q9BTC8	Q13547Q9BTC8	Mi-2/NuRD-MTA3 complex	1
43	P49768	Q92542	P49768Q92542	Gamma-secretase complex (APH1A, PSEN1, PSENEN, NCSTN)	1
43	P49768	Q96BI3	P49768Q96BI3	Gamma-secretase complex (APH1A, PSEN1, PSENEN, NCSTN)	1
43	P49768	Q9NZ42	P49768Q9NZ42	Gamma-secretase complex (APH1A, PSEN1, PSENEN, NCSTN)	1
43	Q92542	Q96BI3	Q92542Q96BI3	Gamma-secretase complex (APH1A, PSEN1, PSENEN, NCSTN)	1
43	Q92542	Q9NZ42	Q92542Q9NZ42	Gamma-secretase complex (APH1A, PSEN1, PSENEN, NCSTN)	1
43	Q96BI3	Q9NZ42	Q96BI3Q9NZ42	Gamma-secretase complex (APH1A, PSEN1, PSENEN, NCSTN)	1
45	P49768	Q92542	P49768Q92542	Gamma-secretase complex (APH1A, PSEN1, PSENEN, NCSTN)	1
45	P49768	Q96BI3	P49768Q96BI3	Gamma-secretase complex (APH1A, PSEN1, PSENEN, NCSTN)	1
45	P49768	Q9NZ42	P49768Q9NZ42	Gamma-secretase complex (APH1A, PSEN1, PSENEN, NCSTN)	1
45	Q92542	Q96BI3	Q92542Q96BI3	Gamma-secretase complex (APH1A, PSEN1, PSENEN, NCSTN)	1
45	Q92542	Q9NZ42	Q92542Q9NZ42	Gamma-secretase complex (APH1A, PSEN1, PSENEN, NCSTN)	1
45	Q96BI3	Q9NZ42	Q96BI3Q9NZ42	Gamma-secretase complex (APH1A, PSEN1, PSENEN, NCSTN)	1
49	O60264	O95239	O60264O95239	DNMT3B complex	1
49	O60264	O95347	O60264O95347	DNMT3B complex	1
49	O60264	Q13547	O60264Q13547	DNMT3B complex	1
49	O60264	Q96ST3	O60264Q96ST3	DNMT3B complex	1
49	O60264	Q9NTJ3	O60264Q9NTJ3	DNMT3B complex	1
49	O60264	Q9UBC3	O60264Q9UBC3	DNMT3B complex	1
49	O95239	O95347	O95239O95347	DNMT3B complex	1
49	O95239	Q13547	O95239Q13547	DNMT3B complex	1
49	O95239	Q96ST3	O95239Q96ST3	DNMT3B complex	1
49	O95239	Q9NTJ3	O95239Q9NTJ3	DNMT3B complex	1
49	O95239	Q9UBC3	O95239Q9UBC3	DNMT3B complex	1
49	O95347	Q13547	O95347Q13547	DNMT3B complex	1
49	O95347	Q96ST3	O95347Q96ST3	DNMT3B complex	1
49	O95347	Q9NTJ3	O95347Q9NTJ3	DNMT3B complex	1
49	O95347	Q9UBC3	O95347Q9UBC3	DNMT3B complex	1
49	Q13547	Q96ST3	Q13547Q96ST3	DNMT3B complex	1
49	Q13547	Q9NTJ3	Q13547Q9NTJ3	DNMT3B complex	1
49	Q13547	Q9UBC3	Q13547Q9UBC3	DNMT3B complex	1
49	Q96ST3	Q9NTJ3	Q96ST3Q9NTJ3	DNMT3B complex	1
49	Q96ST3	Q9UBC3	Q96ST3Q9UBC3	DNMT3B complex	1
49	Q9NTJ3	Q9UBC3	Q9NTJ3Q9UBC3	DNMT3B complex	1
50	P20339	Q15276	P20339Q15276	RAB5-RABAPTIN5\u2013RABEX5 complex	1
50	P20339	Q9UJ41	P20339Q9UJ41	RAB5-RABAPTIN5\u2013RABEX5 complex	1
50	Q15276	Q9UJ41	Q15276Q9UJ41	RAB5-RABAPTIN5\u2013RABEX5 complex	1
54	O00422	O75446	O00422O75446	SIN3 complex	1
54	O00422	Q09028	O00422Q09028	SIN3 complex	1
54	O00422	Q13547	O00422Q13547	SIN3 complex	1
54	O00422	Q16576	O00422Q16576	SIN3 complex	1
54	O00422	Q92769	O00422Q92769	SIN3 complex	1
54	O00422	Q96ST3	O00422Q96ST3	SIN3 complex	1
54	O75446	Q09028	O75446Q09028	SIN3 complex	1
54	O75446	Q13547	O75446Q13547	SIN3 complex	1
54	O75446	Q16576	O75446Q16576	SIN3 complex	1
54	O75446	Q92769	O75446Q92769	SIN3 complex	1
54	O75446	Q96ST3	O75446Q96ST3	SIN3 complex	1
54	Q09028	Q13547	Q09028Q13547	SIN3 complex	1
54	Q09028	Q16576	Q09028Q16576	SIN3 complex	1
54	Q09028	Q92769	Q09028Q92769	SIN3 complex	1
54	Q09028	Q96ST3	Q09028Q96ST3	SIN3 complex	1
54	Q13547	Q16576	Q13547Q16576	SIN3 complex	1
54	Q13547	Q92769	Q13547Q92769	SIN3 complex	1
54	Q13547	Q96ST3	Q13547Q96ST3	SIN3 complex	1
54	Q16576	Q92769	Q16576Q92769	SIN3 complex	1
54	Q16576	Q96ST3	Q16576Q96ST3	SIN3 complex	1
54	Q92769	Q96ST3	Q92769Q96ST3	SIN3 complex	1
55	P27361	P56524	P27361P56524	HDAC4-ERK1 complex	1
57	P28482	P56524	P28482P56524	HDAC4-ERK2 complex	1
58	O15379	O60907	O15379O60907	SMRT complex	1
58	O15379	Q13227	O15379Q13227	SMRT complex	1
58	O15379	Q9BZK7	O15379Q9BZK7	SMRT complex	1
58	O15379	Q9Y618	O15379Q9Y618	SMRT complex	1
58	O60907	Q13227	O60907Q13227	SMRT complex	1
58	O60907	Q9BZK7	O60907Q9BZK7	SMRT complex	1
58	O60907	Q9Y618	O60907Q9Y618	SMRT complex	1
58	Q13227	Q9BZK7	Q13227Q9BZK7	SMRT complex	1
58	Q13227	Q9Y618	Q13227Q9Y618	SMRT complex	1
58	Q9BZK7	Q9Y618	Q9BZK7Q9Y618	SMRT complex	1
59	O00203	O14617	O00203O14617	AP3 adaptor complex	1
59	O00203	P53677	O00203P53677	AP3 adaptor complex	1
59	O00203	P59780	O00203P59780	AP3 adaptor complex	1
59	O00203	Q13367	O00203Q13367	AP3 adaptor complex	1
59	O00203	Q92572	O00203Q92572	AP3 adaptor complex	1
59	O00203	Q9Y2T2	O00203Q9Y2T2	AP3 adaptor complex	1
59	O14617	P53677	O14617P53677	AP3 adaptor complex	1
